"service_order_id","service_id","reservation_id"
21284,7,2747
21285,3,16729
21286,1,3542
21287,8,4295
21288,11,2184
21289,9,10803
21290,1,17810
21291,3,8536
21292,8,2295
21293,8,21829
21294,7,8934
21295,3,18598
21296,1,13369
21297,10,8289
21298,7,19929
21299,8,4286
21300,5,6021
21301,10,22360
21302,9,23486
21303,9,2904
21304,1,984
21305,8,18912
21306,3,24829
21307,2,18974
21308,6,8833
21309,2,9339
21310,4,1960
21311,10,18804
21312,8,2845
21313,9,12952
21314,6,3264
21315,2,3559
21316,2,14775
21317,1,12652
21318,9,21729
21319,3,5084
21320,10,11808
21321,5,14149
21322,6,12796
21323,8,15920
21324,8,16347
21325,4,13262
21326,2,2078
21327,6,19499
21328,8,22640
21329,10,12482
21330,6,12585
21331,4,4758
21332,4,21520
21333,5,14858
21334,9,6678
21335,6,24821
21336,9,3015
21337,3,16413
21338,10,13034
21339,9,9789
21340,8,9104
21341,10,2150
21342,4,11515
21343,6,16816
21344,10,10954
21345,2,16505
21346,1,1845
21347,11,42
21348,5,22053
21349,3,2900
21350,1,22709
21351,7,18260
21352,8,3258
21353,7,15277
21354,8,3743
21355,2,22214
21356,5,3453
21357,4,10663
21358,10,5982
21359,11,21696
21360,3,5493
21361,8,13364
21362,6,21766
21363,1,10122
21364,6,22788
21365,5,1984
21366,8,19310
21367,2,15281
21368,1,11356
21369,8,11871
21370,5,520
21371,4,24089
21372,10,571
21373,5,10612
21374,2,18265
21375,7,12027
21376,11,3820
21377,5,23903
21378,11,16367
21379,4,3956
21380,5,20627
21381,11,15579
21382,5,553
21383,3,20594
21384,2,18524
21385,5,8136
21386,1,9659
21387,7,22927
21388,7,17071
21389,9,21705
21390,10,12345
21391,2,12930
21392,9,18952
21393,10,21956
21394,5,2115
21395,8,21255
21396,9,1836
21397,10,6184
21398,10,7461
21399,9,13709
21400,10,9290
21401,4,23748
21402,11,5112
21403,8,9806
21404,11,4462
21405,5,1503
21406,2,18548
21407,10,10163
21408,10,4973
21409,9,15435
21410,5,17726
21411,8,7583
21412,6,15713
21413,6,18058
21414,10,4578
21415,2,24833
21416,11,21625
21417,5,9670
21418,10,4397
21419,2,19552
21420,8,7297
21421,4,5558
21422,6,5777
21423,8,11817
21424,2,23944
21425,9,21153
21426,11,8034
21427,4,1679
21428,9,3404
21429,1,20840
21430,7,6700
21431,5,12535
21432,6,18213
21433,10,1254
21434,7,13089
21435,6,20363
21436,8,12711
21437,2,659
21438,3,5865
21439,11,11392
21440,11,12027
21441,11,4416
21442,9,2714
21443,2,22533
21444,10,24343
21445,6,24252
21446,5,4072
21447,2,5409
21448,7,16594
21449,2,5697
21450,5,11628
21451,10,16348
21452,1,14870
21453,2,18099
21454,10,23614
21455,3,7202
21456,7,13726
21457,4,921
21458,7,5479
21459,8,13848
21460,3,15403
21461,6,19799
21462,5,24058
21463,9,15962
21464,9,14874
21465,4,9274
21466,3,10796
21467,2,15420
21468,4,16739
21469,7,455
21470,11,8676
21471,5,14962
21472,5,10360
21473,4,1503
21474,10,1740
21475,8,10011
21476,1,11769
21477,3,10691
21478,4,14723
21479,1,633
21480,5,16805
21481,9,9826
21482,9,16743
21483,1,4873
21484,7,16405
21485,4,21370
21486,2,17720
21487,10,10482
21488,6,15119
21489,4,18067
21490,8,12047
21491,5,7021
21492,8,15778
21493,10,17092
21494,3,21006
21495,9,17738
21496,2,24164
21497,6,15780
21498,5,10548
21499,1,20245
21500,10,18759
21501,5,1980
21502,7,7751
21503,10,22480
21504,7,24586
21505,1,14441
21506,6,18382
21507,9,8844
21508,3,2259
21509,3,12050
21510,4,9155
21511,10,8625
21512,2,23314
21513,11,11954
21514,4,24680
21515,1,5378
21516,7,20422
21517,6,12976
21518,11,2478
21519,3,13972
21520,6,100
21521,9,198
21522,5,20696
21523,10,23887
21524,1,7174
21525,1,13418
21526,7,8334
21527,6,22083
21528,6,24220
21529,8,16880
21530,1,12443
21531,7,18481
21532,9,11930
21533,7,9573
21534,5,19934
21535,2,5416
21536,2,861
21537,8,24445
21538,7,12362
21539,4,3365
21540,4,16755
21541,1,18060
21542,10,16290
21543,8,18178
21544,11,10501
21545,4,12254
21546,11,14947
21547,11,11296
21548,8,13687
21549,10,20879
21550,5,17910
21551,9,14819
21552,6,23138
21553,7,17910
21554,9,6515
21555,9,14849
21556,4,18829
21557,6,11750
21558,4,19259
21559,11,3141
21560,8,370
21561,7,9703
21562,6,10343
21563,10,5830
21564,9,9739
21565,1,4595
21566,4,8328
21567,4,16290
21568,3,5226
21569,7,6060
21570,10,9081
21571,9,6576
21572,1,14997
21573,6,24335
21574,9,16372
21575,5,2926
21576,5,5069
21577,9,10466
21578,2,16963
21579,3,5060
21580,6,5925
21581,3,19503
21582,11,22390
21583,5,12222
21584,6,8959
21585,6,19176
21586,2,6979
21587,9,12041
21588,4,5056
21589,9,11288
21590,4,15394
21591,6,21167
21592,11,1576
21593,6,10977
21594,7,16768
21595,11,12459
21596,1,7560
21597,7,9603
21598,2,10917
21599,8,3664
21600,5,24770
21601,11,7625
21602,11,4235
21603,4,2132
21604,6,7103
21605,6,16487
21606,11,19276
21607,9,14958
21608,6,5000
21609,9,22601
21610,7,3178
21611,10,1217
21612,11,19615
21613,7,4418
21614,6,23242
21615,7,17272
21616,4,69
21617,4,2203
21618,7,16367
21619,11,22511
21620,4,911
21621,10,16533
21622,11,1457
21623,10,600
21624,9,20387
21625,6,10904
21626,6,4533
21627,11,1146
21628,3,8186
21629,4,14657
21630,8,1826
21631,2,1594
21632,4,22008
21633,3,7788
21634,3,10070
21635,7,18447
21636,10,13994
21637,6,21679
21638,9,4095
21639,9,9254
21640,9,65
21641,3,12395
21642,9,12855
21643,8,5925
21644,11,21532
21645,3,4768
21646,4,16052
21647,9,8239
21648,9,839
21649,4,23097
21650,11,3913
21651,10,2032
21652,10,7322
21653,5,13369
21654,11,5691
21655,7,19924
21656,7,5938
21657,6,3653
21658,11,18184
21659,10,1854
21660,9,21305
21661,6,13637
21662,9,18300
21663,8,1448
21664,5,3470
21665,2,17102
21666,1,24033
21667,10,6810
21668,2,1575
21669,1,12057
21670,5,17308
21671,6,1616
21672,6,4124
21673,3,11
21674,5,2141
21675,8,1447
21676,7,11568
21677,9,13921
21678,5,213
21679,5,23147
21680,3,1299
21681,3,3615
21682,11,15067
21683,6,5203
21684,10,23685
21685,8,3237
21686,5,24810
21687,6,11039
21688,8,24248
21689,5,5271
21690,4,4885
21691,1,20690
21692,8,20404
21693,1,408
21694,5,10553
21695,11,10918
21696,7,14877
21697,4,7576
21698,8,11571
21699,3,16442
21700,11,23843
21701,7,22874
21702,6,17121
21703,9,14602
21704,11,5608
21705,9,23488
21706,4,16565
21707,10,24754
21708,9,1345
21709,11,13046
21710,4,2912
21711,4,22767
21712,8,11284
21713,7,6391
21714,2,19138
21715,1,24725
21716,3,3560
21717,10,21448
21718,3,8982
21719,6,9759
21720,2,15695
21721,2,17579
21722,11,18716
21723,5,9581
21724,9,19861
21725,6,15670
21726,6,17657
21727,4,18632
21728,3,6771
21729,4,15768
21730,9,4815
21731,11,16087
21732,11,16211
21733,8,14615
21734,11,3897
21735,9,3304
21736,4,3703
21737,11,11114
21738,4,11349
21739,7,20251
21740,10,12139
21741,6,17935
21742,5,3696
21743,4,13334
21744,4,5814
21745,4,22215
21746,7,9389
21747,5,16677
21748,4,1863
21749,5,7399
21750,4,11423
21751,3,16563
21752,2,15528
21753,10,19634
21754,8,14855
21755,9,13540
21756,3,5407
21757,8,19468
21758,7,19417
21759,10,9225
21760,5,449
21761,10,3944
21762,11,181
21763,1,18423
21764,4,17129
21765,6,7629
21766,1,18262
21767,11,3726
21768,2,3685
21769,1,18738
21770,10,18024
21771,5,3030
21772,1,7639
21773,9,1584
21774,11,18998
21775,7,17843
21776,1,11737
21777,9,12089
21778,7,20164
21779,3,6702
21780,9,10677
21781,10,8529
21782,3,20204
21783,3,1929
21784,2,2835
21785,5,17393
21786,4,7964
21787,6,4189
21788,5,14260
21789,11,2964
21790,6,2115
21791,11,7798
21792,4,19376
21793,4,13868
21794,10,11022
21795,9,15847
21796,10,16918
21797,7,1091
21798,3,1367
21799,4,19983
21800,7,24974
21801,11,24993
21802,11,24932
21803,1,7742
21804,5,20876
21805,9,12956
21806,1,21996
21807,1,9720
21808,9,22537
21809,10,3381
21810,7,24319
21811,8,10776
21812,5,7748
21813,3,7966
21814,3,18745
21815,2,12379
21816,7,9347
21817,4,11658
21818,5,15887
21819,11,5009
21820,6,8057
21821,6,2308
21822,6,898
21823,1,1080
21824,6,21592
21825,2,10064
21826,7,12335
21827,11,5411
21828,1,11717
21829,11,1038
21830,8,15644
21831,9,12052
21832,11,3665
21833,5,10502
21834,4,13285
21835,10,24787
21836,9,16088
21837,7,18381
21838,2,2252
21839,11,15592
21840,4,12362
21841,7,845
21842,7,84
21843,5,8932
21844,2,10263
21845,8,9619
21846,6,7722
21847,5,24865
21848,5,11570
21849,3,4180
21850,6,15751
21851,10,23861
21852,7,18437
21853,2,13559
21854,6,6293
21855,9,24859
21856,11,22897
21857,10,15062
21858,11,4895
21859,11,11465
21860,7,5049
21861,6,17492
21862,11,10514
21863,3,7873
21864,4,141
21865,3,21493
21866,9,18936
21867,4,20347
21868,2,24602
21869,9,21977
21870,10,1090
21871,1,15343
21872,10,19315
21873,9,24954
21874,10,24171
21875,1,2244
21876,9,5706
21877,8,9027
21878,2,12
21879,11,13648
21880,10,21536
21881,6,11029
21882,4,15789
21883,4,22607
21884,8,15856
21885,8,1472
21886,1,8158
21887,7,5947
21888,11,80
21889,5,1490
21890,9,4154
21891,3,20462
21892,8,3516
21893,1,15864
21894,10,16277
21895,6,6025
21896,2,4891
21897,2,15072
21898,7,11963
21899,11,4555
21900,10,33
21901,6,18946
21902,10,5482
21903,5,5809
21904,4,23810
21905,3,16141
21906,8,6363
21907,4,5968
21908,4,14039
21909,6,2575
21910,3,22507
21911,5,1685
21912,4,17714
21913,11,1257
21914,6,18715
21915,11,6243
21916,9,16596
21917,2,18611
21918,4,22536
21919,3,13214
21920,11,21359
21921,5,10623
21922,4,227
21923,6,11710
21924,8,18367
21925,7,13523
21926,5,5506
21927,7,11514
21928,3,2616
21929,10,1897
21930,5,4534
21931,5,20462
21932,4,24798
21933,6,1732
21934,9,22846
21935,9,13707
21936,9,7548
21937,2,20917
21938,10,19283
21939,3,20092
21940,3,16376
21941,11,12793
21942,1,7132
21943,9,4076
21944,6,8175
21945,3,11966
21946,2,24753
21947,5,24645
21948,10,2165
21949,8,22672
21950,11,8257
21951,2,10280
21952,6,16656
21953,6,6548
21954,5,1567
21955,4,3402
21956,6,3830
21957,2,6555
21958,7,2138
21959,1,4082
21960,9,19165
21961,9,14325
21962,1,11841
21963,9,8535
21964,5,22851
21965,8,4175
21966,2,18804
21967,5,4110
21968,9,18416
21969,8,24996
21970,2,3379
21971,3,6013
21972,9,6814
21973,8,18413
21974,4,21731
21975,4,23664
21976,10,21755
21977,1,6620
21978,8,14707
21979,2,13537
21980,5,2888
21981,11,6032
21982,9,22012
21983,8,4591
21984,9,23000
21985,1,19002
21986,3,21849
21987,6,14198
21988,8,853
21989,10,9007
21990,3,1656
21991,2,8071
21992,5,17304
21993,7,7277
21994,11,2649
21995,7,15623
21996,1,11240
21997,8,10940
21998,2,9087
21999,4,19608
22000,11,2787
22001,6,20728
22002,10,15469
22003,11,7512
22004,2,8524
22005,7,22917
22006,8,9834
22007,4,12890
22008,6,12307
22009,3,17134
22010,2,8980
22011,3,907
22012,10,3788
22013,1,2294
22014,11,17821
22015,10,24582
22016,6,528
22017,6,18131
22018,3,19323
22019,1,23318
22020,4,2889
22021,9,24395
22022,9,10883
22023,2,18606
22024,6,20704
22025,1,19297
22026,1,18198
22027,11,23332
22028,11,13635
22029,11,7268
22030,4,6956
22031,6,1044
22032,9,18324
22033,10,15673
22034,11,13639
22035,3,22090
22036,10,15844
22037,11,24651
22038,11,6848
22039,6,13561
22040,11,8354
22041,10,853
22042,8,8462
22043,10,17115
22044,6,24601
22045,7,12692
22046,3,11444
22047,5,21510
22048,2,5034
22049,11,4730
22050,2,294
22051,3,9133
22052,10,21391
22053,11,15724
22054,7,2682
22055,6,2798
22056,9,13244
22057,11,3832
22058,4,23122
22059,4,14992
22060,4,22397
22061,5,19201
22062,8,14526
22063,5,19965
22064,4,10113
22065,11,24453
22066,7,1326
22067,7,22145
22068,9,4423
22069,10,1654
22070,11,16376
22071,4,20795
22072,7,15356
22073,6,15476
22074,1,12380
22075,10,2088
22076,9,17761
22077,11,5218
22078,10,14875
22079,3,980
22080,6,2756
22081,11,3702
22082,6,293
22083,3,20693
22084,7,14451
22085,11,7122
22086,4,11017
22087,10,6598
22088,6,10357
22089,8,13113
22090,2,15739
22091,2,19462
22092,7,4834
22093,6,13069
22094,10,13794
22095,5,15111
22096,7,24165
22097,10,3663
22098,2,10465
22099,6,17748
22100,3,24367
22101,9,18933
22102,8,2301
22103,11,21205
22104,7,12429
22105,11,6340
22106,6,19514
22107,11,17934
22108,7,20926
22109,8,12858
22110,9,13713
22111,8,10623
22112,7,21743
22113,2,21468
22114,6,8476
22115,11,6371
22116,6,1427
22117,11,10220
22118,9,13016
22119,1,342
22120,6,19310
22121,6,954
22122,4,16534
22123,11,1348
22124,4,1961
22125,11,15601
22126,4,13427
22127,1,1662
22128,6,13756
22129,5,13080
22130,2,5467
22131,7,4914
22132,4,18076
22133,4,18520
22134,4,24823
22135,3,18155
22136,5,9146
22137,10,15542
22138,5,10112
22139,9,16803
22140,6,11584
22141,2,8362
22142,1,4825
22143,9,13215
22144,4,930
22145,1,23463
22146,10,12204
22147,3,5854
22148,9,733
22149,9,4908
22150,1,17138
22151,10,3178
22152,11,3597
22153,7,7460
22154,9,10402
22155,5,17151
22156,4,21391
22157,1,22190
22158,3,13727
22159,6,19336
22160,4,9167
22161,3,13130
22162,6,21865
22163,4,21340
22164,8,5161
22165,3,1519
22166,11,5521
22167,10,22558
22168,9,3588
22169,4,22633
22170,4,16034
22171,5,14173
22172,2,7858
22173,8,16713
22174,10,23884
22175,8,9091
22176,11,5926
22177,9,2518
22178,7,6691
22179,10,19692
22180,5,2609
22181,5,13179
22182,6,4321
22183,8,23220
22184,3,3859
22185,10,20899
22186,4,2054
22187,5,18826
22188,6,14114
22189,7,3868
22190,4,1810
22191,3,80
22192,11,22004
22193,7,21996
22194,8,8608
22195,10,11736
22196,6,14145
22197,1,4076
22198,2,20027
22199,7,18883
22200,2,12716
22201,9,7639
22202,8,13120
22203,10,24423
22204,1,11301
22205,7,22102
22206,1,7637
22207,2,18842
22208,10,14185
22209,3,18773
22210,1,11897
22211,1,8576
22212,3,18730
22213,10,7507
22214,1,4459
22215,1,1882
22216,5,2836
22217,10,15738
22218,9,6121
22219,1,15419
22220,7,1761
22221,7,21759
22222,4,4523
22223,9,5254
22224,8,14613
22225,8,17432
22226,8,9888
22227,11,6297
22228,8,13317
22229,5,19898
22230,9,14039
22231,9,11009
22232,2,21673
22233,10,16278
22234,4,18354
22235,4,18094
22236,7,17408
22237,3,20184
22238,9,16532
22239,9,18359
22240,1,16102
22241,3,10717
22242,1,5398
22243,9,4607
22244,4,20987
22245,9,12121
22246,3,24694
22247,10,10791
22248,8,16461
22249,6,1204
22250,9,12481
22251,9,11415
22252,3,13408
22253,11,24141
22254,2,8023
22255,9,4335
22256,5,10207
22257,10,22158
22258,8,1066
22259,7,14025
22260,6,7719
22261,11,5577
22262,3,14373
22263,10,10312
22264,1,13117
22265,2,16300
22266,10,17586
22267,8,13353
22268,9,4283
22269,9,15314
22270,5,5597
22271,5,10930
22272,7,11791
22273,9,22363
22274,3,2189
22275,9,13166
22276,11,7050
22277,1,5299
22278,1,4972
22279,5,3081
22280,11,3586
22281,2,15042
22282,5,666
22283,5,23386
22284,6,20837
22285,11,8227
22286,10,9181
22287,11,9666
22288,6,2911
22289,9,6684
22290,10,7039
22291,2,21357
22292,1,19343
22293,6,10881
22294,3,14781
22295,4,16603
22296,7,21582
22297,2,4896
22298,4,68
22299,1,18434
22300,7,5102
22301,11,23933
22302,8,9546
22303,1,13983
22304,2,7661
22305,4,18690
22306,5,4573
22307,2,6313
22308,11,5958
22309,9,5962
22310,1,4603
22311,6,24766
22312,5,4141
22313,5,17936
22314,3,2208
22315,5,13757
22316,7,2465
22317,11,17340
22318,11,11755
22319,4,1571
22320,9,9681
22321,6,8984
22322,2,12784
22323,4,17713
22324,11,18517
22325,1,24628
22326,7,2824
22327,8,21750
22328,4,18072
22329,11,6348
22330,10,22362
22331,4,17545
22332,1,15651
22333,10,16727
22334,10,8053
22335,8,8110
22336,2,6711
22337,4,9815
22338,8,20062
22339,4,11171
22340,9,11694
22341,6,10142
22342,9,14102
22343,10,19536
22344,8,16248
22345,6,24630
22346,6,8147
22347,7,6807
22348,10,20964
22349,4,3977
22350,9,18091
22351,11,19280
22352,3,16219
22353,4,13812
22354,5,8499
22355,10,5678
22356,6,12408
22357,11,17562
22358,5,12752
22359,6,17698
22360,7,10772
22361,11,2448
22362,3,2325
22363,8,21492
22364,1,21336
22365,6,24136
22366,4,2612
22367,10,5740
22368,9,12332
22369,11,18604
22370,3,7952
22371,2,22989
22372,6,24786
22373,7,19509
22374,10,23026
22375,9,12783
22376,10,1588
22377,5,20743
22378,2,12261
22379,1,17616
22380,9,19844
22381,5,5592
22382,5,398
22383,2,464
22384,5,21307
22385,4,24676
22386,1,21490
22387,3,12197
22388,8,19280
22389,8,10020
22390,6,9977
22391,9,24682
22392,9,21838
22393,3,2989
22394,9,18924
22395,8,6492
22396,11,1514
22397,3,18807
22398,7,7202
22399,2,11740
22400,1,7601
22401,3,19926
22402,9,9124
22403,10,7803
22404,4,17201
22405,4,6234
22406,11,15683
22407,7,13372
22408,4,18970
22409,8,10464
22410,5,23686
22411,3,24911
22412,7,19993
22413,8,10906
22414,7,22835
22415,6,23102
22416,10,18050
22417,8,18435
22418,5,14954
22419,10,24443
22420,7,178
22421,5,5134
22422,4,19933
22423,5,12921
22424,11,27
22425,4,10169
22426,2,234
22427,1,10413
22428,4,21215
22429,7,19017
22430,3,23425
22431,8,7576
22432,10,5836
22433,8,1448
22434,5,15956
22435,8,16353
22436,8,23773
22437,10,21916
22438,2,11569
22439,4,14849
22440,10,19445
22441,8,4367
22442,8,19784
22443,5,2851
22444,9,12547
22445,3,14610
22446,9,10369
22447,5,23422
22448,4,14254
22449,1,24143
22450,4,23013
22451,5,20082
22452,9,3403
22453,10,7088
22454,4,162
22455,8,16064
22456,10,6966
22457,5,8140
22458,3,20062
22459,10,22875
22460,8,10313
22461,5,2516
22462,10,602
22463,8,315
22464,11,9242
22465,9,310
22466,10,5067
22467,8,4654
22468,11,18942
22469,1,20304
22470,5,24213
22471,6,9719
22472,5,2878
22473,7,5403
22474,4,5108
22475,3,14810
22476,8,18481
22477,4,15694
22478,10,2769
22479,3,14201
22480,1,14592
22481,8,8123
22482,11,2359
22483,2,6020
22484,11,2630
22485,4,16180
22486,8,4528
22487,11,19409
22488,6,22479
22489,10,12643
22490,6,2876
22491,9,2339
22492,7,11266
22493,6,15679
22494,3,18372
22495,1,1651
22496,9,22248
22497,5,15926
22498,10,2712
22499,4,20903
22500,8,23721
22501,8,7367
22502,1,1886
22503,7,14190
22504,1,14254
22505,2,3555
22506,5,20819
22507,11,23517
22508,3,8953
22509,2,4101
22510,5,4613
22511,11,8738
22512,10,2877
22513,6,7876
22514,3,17419
22515,2,8287
22516,6,19230
22517,3,5696
22518,3,42
22519,5,3149
22520,6,2628
22521,2,24570
22522,2,14433
22523,1,14479
22524,4,22743
22525,11,11429
22526,10,13917
22527,7,13492
22528,9,12862
22529,9,3313
22530,7,634
22531,3,24228
22532,5,7429
22533,6,12628
22534,9,810
22535,1,18253
22536,6,14822
22537,3,19053
22538,5,4452
22539,11,4330
22540,9,2632
22541,7,23147
22542,8,16530
22543,6,16824
22544,11,6937
22545,8,6909
22546,7,367
22547,7,22177
22548,5,21515
22549,10,22704
22550,5,7887
22551,4,4680
22552,3,17241
22553,5,18174
22554,10,12940
22555,6,12342
22556,1,23624
22557,1,16134
22558,1,12695
22559,9,6736
22560,4,12185
22561,5,20521
22562,7,3566
22563,5,11023
22564,4,7734
22565,5,7264
22566,11,6873
22567,1,15954
22568,5,24177
22569,2,2073
22570,7,18249
22571,2,3059
22572,7,5960
22573,8,22936
22574,2,4145
22575,4,19072
22576,9,1123
22577,3,16099
22578,3,19112
22579,3,533
22580,1,725
22581,1,11
22582,10,8937
22583,1,23067
22584,3,24141
22585,2,2148
22586,2,1568
22587,3,23568
22588,2,23143
22589,4,10385
22590,5,16043
22591,4,3629
22592,2,1640
22593,10,11363
22594,7,12949
22595,11,9502
22596,4,12495
22597,11,23305
22598,10,1099
22599,5,23642
22600,5,21005
22601,2,14846
22602,6,24871
22603,9,670
22604,11,8340
22605,1,20247
22606,4,9422
22607,3,7812
22608,1,7529
22609,4,6412
22610,7,21059
22611,10,5002
22612,11,8348
22613,9,6912
22614,7,7978
22615,3,374
22616,10,21601
22617,8,17083
22618,4,19454
22619,9,19387
22620,11,15248
22621,5,13473
22622,10,20642
22623,9,119
22624,4,9517
22625,9,2574
22626,11,12675
22627,5,24231
22628,5,16435
22629,7,22782
22630,11,3270
22631,10,14438
22632,8,3869
22633,5,8547
22634,10,21154
22635,3,21244
22636,5,973
22637,6,2358
22638,11,21014
22639,4,333
22640,11,19924
22641,7,7207
22642,1,8794
22643,3,6441
22644,3,17133
22645,6,16396
22646,1,24841
22647,3,3517
22648,7,16773
22649,10,6589
22650,6,6108
22651,2,24617
22652,5,10397
22653,9,15765
22654,9,14935
22655,6,332
22656,8,24443
22657,9,15870
22658,10,11022
22659,2,24563
22660,3,12010
22661,8,6955
22662,8,1508
22663,7,8796
22664,7,19726
22665,8,11380
22666,6,24777
22667,6,11763
22668,1,21505
22669,6,23576
22670,10,2159
22671,11,18560
22672,3,12355
22673,5,8311
22674,8,1310
22675,5,16891
22676,6,16347
22677,6,23560
22678,5,17277
22679,1,20565
22680,6,23682
22681,4,12972
22682,3,21787
22683,3,10014
22684,4,16436
22685,6,20368
22686,11,7740
22687,5,18922
22688,6,4965
22689,2,5520
22690,2,21103
22691,10,15447
22692,2,10079
22693,1,11705
22694,10,17433
22695,6,18073
22696,6,15168
22697,6,21632
22698,8,18222
22699,9,15192
22700,11,12521
22701,4,17222
22702,7,6246
22703,10,24778
22704,5,13119
22705,4,16583
22706,2,5209
22707,8,18059
22708,8,9684
22709,10,2595
22710,7,22409
22711,4,13389
22712,4,8356
22713,2,7386
22714,4,3688
22715,2,3682
22716,7,1344
22717,5,16748
22718,4,5809
22719,1,15022
22720,3,2311
22721,8,14063
22722,2,5475
22723,8,23264
22724,4,20865
22725,1,15402
22726,9,500
22727,6,13402
22728,7,20523
22729,9,20098
22730,10,7648
22731,11,6561
22732,3,647
22733,11,16811
22734,8,18993
22735,9,3254
22736,7,22718
22737,8,16329
22738,11,24837
22739,10,1094
22740,9,7583
22741,3,18339
22742,5,15830
22743,9,72
22744,7,588
22745,2,10205
22746,7,92
22747,11,22612
22748,7,1393
22749,6,18459
22750,3,16238
22751,11,7155
22752,4,895
22753,9,18326
22754,8,17447
22755,10,12621
22756,4,10453
22757,10,19152
22758,3,17784
22759,8,3939
22760,5,12497
22761,1,24903
22762,9,5941
22763,2,17162
22764,3,3179
22765,6,22295
22766,2,16240
22767,2,9441
22768,6,18173
22769,10,3273
22770,5,446
22771,6,11249
22772,10,16913
22773,11,17190
22774,4,8184
22775,8,3728
22776,3,23127
22777,4,12678
22778,5,16608
22779,3,20738
22780,3,14592
22781,7,1342
22782,3,11903
22783,3,15465
22784,10,740
22785,9,24529
22786,8,24774
22787,7,9469
22788,10,23713
22789,1,20018
22790,10,9128
22791,4,20462
22792,9,20251
22793,2,12804
22794,1,16896
22795,4,12802
22796,11,21467
22797,9,20422
22798,5,12136
22799,11,6722
22800,11,11072
22801,10,3906
22802,8,4282
22803,5,12679
22804,3,12005
22805,11,3219
22806,6,11446
22807,11,3291
22808,4,15101
22809,8,23998
22810,2,20085
22811,8,13427
22812,2,23909
22813,7,6174
22814,10,20373
22815,4,11008
22816,9,9928
22817,7,362
22818,11,16769
22819,11,14797
22820,8,19465
22821,9,8723
22822,7,3324
22823,2,10665
22824,6,9483
22825,11,3802
22826,7,6545
22827,2,7379
22828,4,3740
22829,7,1308
22830,5,14396
22831,3,15377
22832,7,9427
22833,5,20761
22834,11,1247
22835,2,16941
22836,10,1817
22837,11,24836
22838,2,21097
22839,9,11053
22840,6,11091
22841,9,22092
22842,6,14881
22843,6,6066
22844,2,1946
22845,3,17119
22846,9,19686
22847,4,3006
22848,3,16090
22849,9,19155
22850,5,10014
22851,5,16011
22852,9,11532
22853,3,16343
22854,1,20486
22855,10,5172
22856,5,821
22857,1,12878
22858,10,11579
22859,5,24854
22860,8,19442
22861,2,16637
22862,11,16366
22863,5,3382
22864,3,19951
22865,5,16013
22866,2,14012
22867,9,23518
22868,1,9708
22869,2,18568
22870,1,7401
22871,10,15071
22872,5,17172
22873,10,3949
22874,4,9172
22875,3,1769
22876,5,9261
22877,7,19432
22878,5,15261
22879,7,11107
22880,9,23481
22881,7,18253
22882,9,4693
22883,9,4189
22884,8,24786
22885,5,4615
22886,5,13059
22887,10,11674
22888,1,15733
22889,4,4887
22890,4,12902
22891,11,8737
22892,3,1524
22893,9,3368
22894,8,11853
22895,5,12131
22896,4,20532
22897,3,12378
22898,9,16740
22899,4,12277
22900,5,2207
22901,8,3523
22902,11,14320
22903,6,23133
22904,3,17599
22905,7,12448
22906,3,19616
22907,8,1383
22908,8,14866
22909,4,1098
22910,7,15214
22911,7,3388
22912,4,16058
22913,5,16613
22914,9,16074
22915,4,8478
22916,4,855
22917,8,16631
22918,4,5393
22919,9,20398
22920,7,18647
22921,1,23443
22922,10,4487
22923,6,8270
22924,8,14240
22925,10,6891
22926,4,11040
22927,11,9074
22928,9,2604
22929,9,22940
22930,9,17420
22931,5,17915
22932,11,20897
22933,6,18164
22934,7,9061
22935,5,7538
22936,10,6167
22937,7,24311
22938,1,5879
22939,11,16001
22940,7,6853
22941,8,4789
22942,3,21228
22943,7,656
22944,1,19417
22945,3,23617
22946,9,13786
22947,3,15696
22948,5,23875
22949,6,6587
22950,5,5842
22951,5,8190
22952,8,5109
22953,2,15711
22954,6,809
22955,3,24158
22956,6,13758
22957,6,1794
22958,5,3484
22959,8,19571
22960,9,23719
22961,2,8818
22962,6,12386
22963,4,12480
22964,5,17403
22965,1,21357
22966,1,1702
22967,6,16677
22968,8,14313
22969,10,15449
22970,4,3692
22971,7,17652
22972,5,2137
22973,3,7508
22974,9,4664
22975,3,1434
22976,6,3542
22977,1,24402
22978,11,14482
22979,8,4366
22980,8,21519
22981,2,502
22982,1,10590
22983,4,3611
22984,7,15935
22985,10,10373
22986,3,19836
22987,9,15805
22988,6,5473
22989,9,5938
22990,2,2909
22991,3,9714
22992,7,10517
22993,3,6866
22994,4,13710
22995,3,11776
22996,11,2228
22997,10,10035
22998,3,16329
22999,5,8701
23000,8,11656
23001,6,16841
23002,4,20758
23003,8,10172
23004,5,7224
23005,4,5011
23006,6,92
23007,10,15711
23008,6,6054
23009,3,5234
23010,8,13993
23011,4,16261
23012,4,11101
23013,4,212
23014,8,4320
23015,6,23987
23016,1,7334
23017,4,317
23018,5,6539
23019,11,2428
23020,6,22626
23021,2,21547
23022,9,9096
23023,3,23137
23024,11,12976
23025,7,12942
23026,2,18265
23027,7,2659
23028,7,11942
23029,1,20829
23030,10,10092
23031,1,19015
23032,8,19093
23033,3,11480
23034,7,107
23035,1,18743
23036,2,5199
23037,9,3542
23038,4,1290
23039,10,7605
23040,10,17582
23041,2,4619
